geo,prov_code,year,scenario,population_16plus,pct_16_64,ev_annual,ev_per_1k,ev_pred_2025,ev_per_1k_pred_2025,ev_count_display,ev_per_1k_display,chargers_ports,dcfast_ports,ports_per_100k,dcfast_per_100k,fast_share,yoy_ev_per_1k,yoy_ports_per_100k,rank_ev_per_1k,quartile_ev_per_1k,rank_ports_per_100k,quartile_ports_per_100k,share_ev_national,share_ports_national
Manitoba,MB,2020,Actual,1104167,79.85,312.0,0.28256595243292,,,312.0,0.28256595243292,68,32,6.158488706871334,2.8981123326453333,0.4705882352941176,0.020620988256403794,2.507687812425115,7.0,2.0,11.0,1.0,0.005902160342022625,0.006943735321147759
Manitoba,MB,2021,Actual,1115807,79.44,632.0,0.5664061974875583,,,632.0,0.5664061974875583,98,40,8.782880910408341,3.584849351187078,0.4081632653061224,0.2838402450546383,2.624392203537007,8.0,1.0,11.0,1.0,0.0075981629757868666,0.007501530924678506
Manitoba,MB,2022,Actual,1136080,79.22,1046.0,0.9207098091683684,,,1046.0,0.9207098091683684,199,47,17.516372086472785,4.1370326033377935,0.236180904522613,0.35430361168081015,8.733491176064444,8.0,1.0,11.0,1.0,0.008861102639693674,0.011037160288408208
Manitoba,MB,2023,Actual,1171883,79.2,1598.0,1.3636173577055046,,,1598.0,1.3636173577055046,340,77,29.013135270329887,6.570621811221768,0.2264705882352941,0.4429075485371362,11.496763183857102,8.0,1.0,11.0,1.0,0.008855049816581884,0.01346108163750099
Manitoba,MB,2024,Actual,1207059,79.14,2951.0,2.444785217623993,,,2951.0,2.444785217623993,482,104,39.93176804116452,8.61598314581143,0.2157676348547718,1.0811678599184884,10.91863277083463,8.0,1.0,10.0,1.0,0.011316268814111782,0.014897233812393757
Manitoba,MB,2025,growth_+20%_ports_+2pp_fast,1207059,79.14,,,2773.0,2.3,2773.0,2.3,482,104,39.93176804116452,8.61598314581143,0.2157676348547718,,,,,,,,
Manitoba,MB,2025,hold_2024_levels,1207059,79.14,,,2607.0,2.16,2607.0,2.16,482,104,39.93176804116452,8.61598314581143,0.2157676348547718,,,,,,,,
New Brunswick,NB,2017,Actual,647990,76.17,26.0,0.0401240759888269,,,26.0,0.0401240759888269,61,13,9.413725520455564,2.0062037994413493,0.2131147540983606,,,6.0,2.0,3.0,4.0,0.0013498079119509917,0.02895111532985287
New Brunswick,NB,2018,Actual,651632,75.46,56.0,0.085938075478184,,,56.0,0.085938075478184,69,14,10.588798585704817,2.1484518869546,0.2028985507246377,0.0458139994893571,1.1750730652492525,8.0,1.0,5.0,3.0,0.0012924965956562881,0.022037687639731716
New Brunswick,NB,2019,Actual,657917,74.78,166.0,0.2523114617801333,,,166.0,0.2523114617801333,119,46,18.08738792279269,6.991763398726588,0.3865546218487395,0.1663733863019493,7.498589337087873,7.0,2.0,5.0,3.0,0.0030459833388381224,0.014972320080523403
New Brunswick,NB,2020,Actual,663725,74.04,180.0,0.271196655241252,,,180.0,0.271196655241252,175,79,26.36634148178839,11.902519868921615,0.4514285714285714,0.01888519346111872,8.278953558995699,8.0,1.0,4.0,3.0,0.003405092505013053,0.017869907076483203
New Brunswick,NB,2021,Actual,671039,73.38,473.0,0.7048770637772171,,,473.0,0.7048770637772171,211,81,31.443775995135898,12.070833438891032,0.3838862559241706,0.4336804085359651,5.077434513347509,7.0,2.0,4.0,3.0,0.005686599822068336,0.016151255358236374
New Brunswick,NB,2022,Actual,686223,73.03,861.0,1.254694173759842,,,861.0,1.254694173759842,268,85,39.05435988009729,12.3866439918219,0.3171641791044776,0.5498171099826249,7.61058388496139,6.0,2.0,5.0,3.0,0.007293890413744028,0.014864115363283416
New Brunswick,NB,2023,Actual,704786,72.85,1746.0,2.4773477339220698,,,1746.0,2.4773477339220698,376,108,53.3495273742668,15.323800416012803,0.2872340425531915,1.2226535601622277,14.295167494169512,6.0,2.0,6.0,3.0,0.009675167071183962,0.01488637263441286
New Brunswick,NB,2024,Actual,728182,72.91,2827.0,3.882271190444147,,,2827.0,3.882271190444147,456,147,62.62170721056,20.18726087708842,0.3223684210526316,1.4049234565220772,9.272179836293198,6.0,2.0,6.0,3.0,0.010840763109960695,0.014093648585999072
New Brunswick,NB,2025,growth_+20%_ports_+2pp_fast,728182,72.91,,,2212.0,3.04,2212.0,3.04,456,147,62.62170721056,20.18726087708842,0.3223684210526316,,,,,,,,
New Brunswick,NB,2025,hold_2024_levels,728182,72.91,,,2140.0,2.94,2140.0,2.94,456,147,62.62170721056,20.18726087708842,0.3223684210526316,,,,,,,,
Newfoundland and Labrador,NL,2017,Actual,450400,76.8,,,,,,,0,0,0.0,0.0,,,,,,10.0,1.0,,0.0
Newfoundland and Labrador,NL,2018,Actual,450513,75.79,,,,,,,47,0,10.432551335921492,0.0,0.0,,10.432551335921492,,,6.0,3.0,,0.015011178537208559
Newfoundland and Labrador,NL,2019,Actual,451186,74.79,,,,,,,48,0,10.638627971612594,0.0,0.0,,0.2060766356911028,,,6.0,3.0,,0.006039255158530448
Newfoundland and Labrador,NL,2020,Actual,451862,73.78,,,,,,,48,0,10.6227122440037,0.0,0.0,,-0.015915727608893704,,,8.0,2.0,,0.004901460226692535
Newfoundland and Labrador,NL,2021,Actual,453052,72.8,,,,,,,80,14,17.658017181250717,3.090153006718876,0.175,,7.035304937247016,,,7.0,2.0,,0.00612369871402327
Newfoundland and Labrador,NL,2022,Actual,457413,72.24,,,,,,,137,35,29.951050800917333,7.651728306803698,0.2554744525547445,,12.293033619666616,,,8.0,2.0,,0.007598447032723239
Newfoundland and Labrador,NL,2023,Actual,464878,71.83,,,,,,,173,35,37.214064765379305,7.528857033458241,0.2023121387283237,,7.2630139644619724,,,8.0,2.0,,0.00684931506849315
Newfoundland and Labrador,NL,2024,Actual,473028,71.48,,,,,,,192,41,40.58956340850858,8.667563019525272,0.2135416666666666,,3.3754986431292764,,,9.0,2.0,,0.0059341678256838205
Newfoundland and Labrador,NL,2025,growth_+20%_ports_+2pp_fast,473028,71.48,,,997.0,2.11,997.0,2.11,192,41,40.58956340850858,8.667563019525272,0.2135416666666666,,,,,,,,
Newfoundland and Labrador,NL,2025,hold_2024_levels,473028,71.48,,,933.0,1.97,933.0,1.97,192,41,40.58956340850858,8.667563019525272,0.2135416666666666,,,,,,,,
Northwest Territories,NT,2017,Actual,35068,90.36,1.0,0.0285160260066157,,,1.0,0.0285160260066157,0,0,0.0,0.0,,,,9.0,1.0,10.0,1.0,5.1915688921191985e-05,0.0
Northwest Territories,NT,2018,Actual,34949,89.64,3.0,0.0858393659332169,,,3.0,0.0858393659332169,0,0,0.0,0.0,,0.05732333992660119,0.0,9.0,1.0,11.0,1.0,6.924088905301545e-05,0.0
Northwest Territories,NT,2019,Actual,34864,88.81,2.0,0.0573657641119779,,,2.0,0.0573657641119779,0,0,0.0,0.0,,-0.028473601821238995,0.0,10.0,1.0,12.0,1.0,3.66985944438328e-05,0.0
Northwest Territories,NT,2020,Actual,34954,88.07,7.0,0.2002632030668879,,,7.0,0.2002632030668879,2,0,5.721805801911083,0.0,0.0,0.14289743895491003,5.721805801911083,10.0,1.0,12.0,1.0,0.00013242026408384093,0.0002042275094455223
Northwest Territories,NT,2021,Actual,35077,87.45,16.0,0.4561393505715996,,,16.0,0.4561393505715996,2,0,5.701741882144995,0.0,0.0,0.25587614750471166,-0.02006391976608768,10.0,1.0,12.0,1.0,0.0001923585563490346,0.00015309246785058175
Northwest Territories,NT,2022,Actual,35248,87.1,27.0,0.7660009078529277,,,27.0,0.7660009078529277,2,0,5.674080798910577,0.0,0.0,0.30986155728132814,-0.027661083234418626,9.0,1.0,12.0,1.0,0.00022872827081427266,0.00011092623405435385
Northwest Territories,NT,2023,Actual,35497,86.58,33.0,0.92965602726991,,,33.0,0.92965602726991,3,1,8.451418429726456,2.8171394765754854,0.3333333333333333,0.1636551194169823,2.777337630815879,10.0,1.0,12.0,1.0,0.0001828639824450577,0.0001187742497426558
Northwest Territories,NT,2024,Actual,36305,86.16,45.0,1.23949869164027,,,45.0,1.23949869164027,10,4,27.544415369783778,11.01776614791351,0.4,0.3098426643703599,19.092996940057322,10.0,1.0,12.0,1.0,0.0001725625539257981,0.0003090712409210323
Northwest Territories,NT,2025,growth_+20%_ports_+2pp_fast,36305,86.16,,,57.0,1.56,57.0,1.56,10,4,27.544415369783778,11.01776614791351,0.4,,,,,,,,
Northwest Territories,NT,2025,hold_2024_levels,36305,86.16,,,58.0,1.6,58.0,1.6,10,4,27.544415369783778,11.01776614791351,0.4,,,,,,,,
Nova Scotia,NS,2017,Actual,807538,76.55,31.0,0.038388286371663,,,31.0,0.038388286371663,42,0,5.200993637451117,0.0,0.0,,,7.0,2.0,6.0,3.0,0.0016093863565569515,0.019933554817275746
Nova Scotia,NS,2018,Actual,816795,76.05,80.0,0.0979437925060755,,,80.0,0.0979437925060755,43,0,5.264478847201563,0.0,0.0,0.0595555061344125,0.06348520975044547,6.0,2.0,7.0,2.0,0.0018464237080804118,0.013733631427658896
Nova Scotia,NS,2019,Actual,829190,75.56,160.0,0.1929593941075024,,,160.0,0.1929593941075024,85,19,10.25096781196107,2.291392805026592,0.2235294117647059,0.0950156016014269,4.986488964759507,8.0,1.0,7.0,2.0,0.002935887555506624,0.010694514343231001
Nova Scotia,NS,2020,Actual,841265,75.02,249.0,0.2959828353729205,,,249.0,0.2959828353729205,103,23,12.243466684100728,2.733977997420552,0.2233009708737864,0.10302344126541813,1.9924988721396577,6.0,2.0,6.0,3.0,0.004710377965268056,0.010517716736444398
Nova Scotia,NS,2021,Actual,851575,74.43,629.0,0.7386313595396765,,,629.0,0.7386313595396765,171,26,20.08043918621378,3.053166192055896,0.1520467836257309,0.442648524166756,7.836972502113053,6.0,2.0,6.0,3.0,0.0075620957464714224,0.01308940600122474
Nova Scotia,NS,2022,Actual,872481,74.18,972.0,1.114064375040832,,,972.0,1.114064375040832,302,35,34.61393428624807,4.011548675558551,0.1158940397350993,0.3754330155011554,14.533495100034287,7.0,2.0,6.0,3.0,0.008234217749313814,0.01674986134220743
Nova Scotia,NS,2023,Actual,898034,74.1,1971.0,2.194794406447863,,,1971.0,2.194794406447863,444,52,49.44133518330041,5.790426643089237,0.1171171171171171,1.080730031407031,14.827400897052343,7.0,2.0,7.0,2.0,0.010921966951491172,0.01757858896191306
Nova Scotia,NS,2024,Actual,925347,74.09,2809.0,3.035617989791937,,,2809.0,3.035617989791937,543,81,58.68068951431193,8.753473021471946,0.149171270718232,0.8408235833440743,9.23935433101152,7.0,2.0,7.0,2.0,0.010771738088390374,0.016782568382012055
Nova Scotia,NS,2025,growth_+20%_ports_+2pp_fast,925347,74.09,,,2620.0,2.83,2620.0,2.83,543,81,58.68068951431193,8.753473021471946,0.149171270718232,,,,,,,,
Nova Scotia,NS,2025,hold_2024_levels,925347,74.09,,,2280.0,2.46,2280.0,2.46,543,81,58.68068951431193,8.753473021471946,0.149171270718232,,,,,,,,
Ontario,ON,2017,Actual,11666918,79.96,8178.0,0.7009563279693918,,,8178.0,0.7009563279693918,700,111,5.999870745641651,0.951408075380319,0.1585714285714285,,,3.0,4.0,5.0,3.0,0.42456650399750806,0.33222591362126247
Ontario,ON,2018,Actual,11891443,79.68,16760.0,1.4094168386460753,,,16760.0,1.4094168386460753,1283,132,10.7892709068193,1.110041901558961,0.1028838659392049,0.7084605106766835,4.7894001611776496,3.0,4.0,4.0,3.0,0.38682576684284625,0.40977323538805493
Ontario,ON,2019,Actual,12115645,79.35,9645.0,0.7960781287335507,,,9645.0,0.7960781287335507,2235,458,18.44722257874013,3.780236215240707,0.2049217002237136,-0.6133387099125246,7.657951671920831,3.0,4.0,4.0,3.0,0.17697897170538368,0.28120281831907395
Ontario,ON,2020,Actual,12289622,78.95,10517.0,0.8557626914806655,,,10517.0,0.8557626914806655,2756,674,22.4254252897282,5.4843021209277225,0.2445573294629898,0.05968456274711487,3.978202710988068,3.0,4.0,5.0,3.0,0.1989519881956793,0.28142550801592975
Ontario,ON,2021,Actual,12374497,78.41,19810.0,1.6008731506420018,,,19810.0,1.6008731506420018,3879,824,31.346728679153586,6.658856517561885,0.2124258829595256,0.7451104591613362,8.921303389425386,4.0,3.0,5.0,3.0,0.23816393757964846,0.2969228413962033
Ontario,ON,2022,Actual,12676090,78.2,38662.0,3.049994122793385,,,38662.0,3.049994122793385,5733,1034,45.22687989750783,8.157089449506906,0.180359323216466,1.4491209721513834,13.880151218354243,3.0,4.0,4.0,3.0,0.3275219409711633,0.31797004991680533
Ontario,ON,2023,Actual,13129640,78.22,50132.0,3.818231116770909,,,50132.0,3.818231116770909,8299,1341,63.2081306113496,10.21353213035544,0.16158573322087,0.7682369939775238,17.981250713841774,4.0,3.0,5.0,3.0,0.27779809599804944,0.3285691662047668
Ontario,ON,2024,Actual,13606758,78.21,56593.0,4.159183252910061,,,56593.0,4.159183252910061,10902,1648,80.1219511657369,12.11162864805856,0.1511649238671803,0.34095213613915254,16.9138205543873,4.0,3.0,5.0,3.0,0.21701850254050425,0.3369494668521094
Ontario,ON,2025,growth_+20%_ports_+2pp_fast,13606758,78.21,,,70062.0,5.15,70062.0,5.15,10902,1648,80.1219511657369,12.11162864805856,0.1511649238671803,,,,,,,,
Ontario,ON,2025,hold_2024_levels,13606758,78.21,,,58955.0,4.33,58955.0,4.33,10902,1648,80.1219511657369,12.11162864805856,0.1511649238671803,,,,,,,,
Prince Edward Island,PE,2017,Actual,124557,76.88,6.0,0.0481707170211228,,,6.0,0.0481707170211228,23,0,18.46544152476376,0.0,0.0,,,5.0,3.0,1.0,4.0,0.0003114941335271519,0.010915994304698624
Prince Edward Island,PE,2018,Actual,126690,76.52,16.0,0.1262925250611729,,,16.0,0.1262925250611729,26,0,20.522535322440604,0.0,0.0,0.07812180804005009,2.057093797676842,5.0,3.0,1.0,4.0,0.00036928474161608234,0.00830405621207282
Prince Edward Island,PE,2019,Actual,129898,76.23,43.0,0.3310289611849297,,,43.0,0.3310289611849297,28,0,21.555374216693096,0.0,0.0,0.2047364361237568,1.0328388942524924,4.0,3.0,3.0,4.0,0.0007890197805424052,0.0035228988424760945
Prince Edward Island,PE,2020,Actual,133144,75.97,45.0,0.3379799315027338,,,45.0,0.3379799315027338,40,6,30.04266057802079,4.506399086703119,0.15,0.006950970317804117,8.487286361327694,5.0,3.0,3.0,4.0,0.0008512731262532632,0.0040845501889104465
Prince Edward Island,PE,2021,Actual,136190,75.55,173.0,1.2702841618327336,,,173.0,1.2702841618327336,113,18,82.97231808502826,13.216829429473531,0.1592920353982301,0.9323042303299998,52.92965750700748,5.0,3.0,1.0,4.0,0.0020798768905239367,0.00864972443355787
Prince Edward Island,PE,2022,Actual,140649,75.45,220.0,1.5641774914858977,,,220.0,1.5641774914858977,176,18,125.1341993188718,12.797815839430072,0.1022727272727272,0.29389332965316406,42.16188123384353,5.0,3.0,1.0,4.0,0.0018637118362644439,0.009761508596783139
Prince Edward Island,PE,2023,Actual,146934,75.68,502.0,3.416499925136456,,,502.0,3.416499925136456,288,23,196.00637020703172,15.65328650958934,0.0798611111111111,1.8523224336505582,70.87217088815993,5.0,3.0,1.0,4.0,0.002781749066285423,0.011402327975294956
Prince Edward Island,PE,2024,Actual,152476,75.83,615.0,4.033421653243789,,,615.0,4.033421653243789,329,23,215.77166242556203,15.084341142212546,0.0699088145896656,0.6169217281073336,19.765292218530305,5.0,3.0,1.0,4.0,0.002358354903652574,0.010168443826301962
Prince Edward Island,PE,2025,growth_+20%_ports_+2pp_fast,152476,75.83,,,741.0,4.86,741.0,4.86,329,23,215.77166242556203,15.084341142212546,0.0699088145896656,,,,,,,,
Prince Edward Island,PE,2025,hold_2024_levels,152476,75.83,,,364.0,2.39,364.0,2.39,329,23,215.77166242556203,15.084341142212546,0.0699088145896656,,,,,,,,
Quebec,QC,2017,Actual,6902190,77.93,7793.0,1.1290619354147016,,,7793.0,1.1290619354147016,640,17,9.272419333573836,0.246298638548055,0.0265625,,,1.0,4.0,4.0,3.0,0.40457896376284913,0.30374940673943995
Quebec,QC,2018,Actual,6971881,77.47,17842.0,2.559137196977401,,,17842.0,2.559137196977401,816,19,11.70415846168344,0.2725232975146879,0.0232843137254901,1.4300752615626993,2.4317391281096032,1.0,4.0,3.0,4.0,0.41179864749463385,0.2606196103481316
Quebec,QC,2019,Actual,7047413,76.97,27047.0,3.837862205606511,,,27047.0,3.837862205606511,3765,544,53.42385922323553,7.719144599585692,0.1444887118193891,1.27872500862911,41.71970076155209,2.0,4.0,1.0,4.0,0.49629344196117287,0.473704076497232
Quebec,QC,2020,Actual,7099930,76.43,26144.0,3.682289825392645,,,26144.0,3.682289825392645,4528,721,63.77527665765719,10.15502969747589,0.1592314487632508,-0.155572380213866,10.351417434421656,1.0,4.0,1.0,4.0,0.49457076917256254,0.46237108138466254
Quebec,QC,2021,Actual,7120198,75.74,37034.0,5.201259852605222,,,37034.0,5.201259852605222,5387,924,75.65800838684542,12.977167207990563,0.1715240393540003,1.5189700272125775,11.882731729188237,2.0,4.0,2.0,4.0,0.44523792348938424,0.41235456215554195
Quebec,QC,2022,Actual,7206520,75.19,45881.0,6.366595804909998,,,45881.0,6.366595804909998,6542,1188,90.77890576866504,16.48507185160105,0.1815958422500764,1.1653359523047762,15.120897381819617,2.0,4.0,2.0,4.0,0.38867710345294976,0.36283971159179146
Quebec,QC,2023,Actual,7346358,74.85,79802.0,10.862797593038618,,,79802.0,10.862797593038618,8587,1520,116.88785109574022,20.690524474848623,0.1770117619657622,4.496201788128619,26.108945327075176,1.0,4.0,2.0,4.0,0.4422094402145604,0.3399714941800618
Quebec,QC,2024,Actual,7511679,74.62,147757.0,19.670302737909857,,,147757.0,19.670302737909857,10691,1918,142.32503811731038,25.53357245430749,0.1794032363670377,8.80750514487124,25.437187021570168,1.0,4.0,2.0,4.0,0.5666072284536477,0.3304280636686756
Quebec,QC,2025,growth_+20%_ports_+2pp_fast,7511679,74.62,,,463643.0,61.72,463643.0,61.72,10691,1918,142.32503811731038,25.53357245430749,0.1794032363670377,,,,,,,,
Quebec,QC,2025,hold_2024_levels,7511679,74.62,,,364945.0,48.58,364945.0,48.58,10691,1918,142.32503811731038,25.53357245430749,0.1794032363670377,,,,,,,,
Saskatchewan,SK,2017,Actual,910563,80.9,31.0,0.0340448711401627,,,31.0,0.0340448711401627,32,0,3.5143092789845407,0.0,0.0,,,8.0,1.0,8.0,2.0,0.0016093863565569515,0.015187470336971999
Saskatchewan,SK,2018,Actual,916551,80.47,87.0,0.0949210682220629,,,87.0,0.0949210682220629,34,0,3.709558987988666,0.0,0.0,0.060876197081900195,0.1952497090041252,7.0,2.0,9.0,2.0,0.002007985782537448,0.01085915043117215
Saskatchewan,SK,2019,Actual,922888,79.92,175.0,0.1896221426651988,,,175.0,0.1896221426651988,43,4,4.65928693405917,0.4334220403775973,0.0930232558139534,0.09470107444313591,0.9497279460705044,9.0,1.0,10.0,1.0,0.00321112701383537,0.005410166079516859
Saskatchewan,SK,2020,Actual,925803,79.25,198.0,0.2138683931678769,,,198.0,0.2138683931678769,83,42,8.96519021865343,4.536602279318602,0.5060240963855421,0.02424625050267809,4.305903284594259,9.0,1.0,10.0,1.0,0.003745601755514358,0.008475441641989176
Saskatchewan,SK,2021,Actual,926833,78.58,478.0,0.5157347655942333,,,478.0,0.5157347655942333,119,59,12.839421988643045,6.365763843108737,0.4957983193277311,0.3018663724263564,3.874231769989615,9.0,1.0,9.0,2.0,0.005746711870927409,0.009109001837109615
Saskatchewan,SK,2022,Actual,936941,78.16,705.0,0.7524486600543684,,,705.0,0.7524486600543684,200,93,21.346061278138112,9.925918494334224,0.465,0.23671389446013513,8.506639289495068,10.0,1.0,10.0,1.0,0.005972349293483786,0.011092623405435386
Saskatchewan,SK,2023,Actual,963607,78.05,1076.0,1.116637799434832,,,1076.0,1.116637799434832,285,129,29.576372940420733,13.387200383558858,0.4526315789473684,0.3641891393804636,8.23031166228262,9.0,1.0,10.0,1.0,0.005962474094269154,0.0112835537255523
Saskatchewan,SK,2024,Actual,997502,78.09,1394.0,1.397490932349008,,,1394.0,1.397490932349008,341,151,34.18539511700227,15.137814260021532,0.4428152492668621,0.2808531329141759,4.60902217658154,9.0,1.0,11.0,1.0,0.005345604448279168,0.010539329315407202
Saskatchewan,SK,2025,growth_+20%_ports_+2pp_fast,997502,78.09,,,1519.0,1.52,1519.0,1.52,341,151,34.18539511700227,15.137814260021532,0.4428152492668621,,,,,,,,
