"REF_DATE","GEO","DGUID","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017","Quebec","2021A000224","Women+","16 to 64 years","Persons","249","units","0","v468551","6.3.97","2654456","","","","0"
"2018","Quebec","2021A000224","Women+","16 to 64 years","Persons","249","units","0","v468551","6.3.97","2663434","","","","0"
"2019","Quebec","2021A000224","Women+","16 to 64 years","Persons","249","units","0","v468551","6.3.97","2670923","","","","0"
"2020","Quebec","2021A000224","Women+","16 to 64 years","Persons","249","units","0","v468551","6.3.97","2669458","","","","0"
"2021","Quebec","2021A000224","Women+","16 to 64 years","Persons","249","units","0","v468551","6.3.97","2651823","","","","0"
"2022","Quebec","2021A000224","Women+","16 to 64 years","Persons","249","units","0","v468551","6.3.97","2662669","","","","0"
"2023","Quebec","2021A000224","Women+","16 to 64 years","Persons","249","units","0","v468551","6.3.97","2692188","","","","0"
"2024","Quebec","2021A000224","Women+","16 to 64 years","Persons","249","units","0","v468551","6.3.97","2732492","","","","0"
"2025","Quebec","2021A000224","Women+","16 to 64 years","Persons","249","units","0","v468551","6.3.97","2737926","","","","0"
"2017","Quebec","2021A000224","Women+","65 years and older","Persons","249","units","0","v468263","6.3.104","827450","","","","0"
"2018","Quebec","2021A000224","Women+","65 years and older","Persons","249","units","0","v468263","6.3.104","850758","","","","0"
"2019","Quebec","2021A000224","Women+","65 years and older","Persons","249","units","0","v468263","6.3.104","877006","","","","0"
"2020","Quebec","2021A000224","Women+","65 years and older","Persons","249","units","0","v468263","6.3.104","902133","","","","0"
"2021","Quebec","2021A000224","Women+","65 years and older","Persons","249","units","0","v468263","6.3.104","929762","","","","0"
"2022","Quebec","2021A000224","Women+","65 years and older","Persons","249","units","0","v468263","6.3.104","959871","","","","0"
"2023","Quebec","2021A000224","Women+","65 years and older","Persons","249","units","0","v468263","6.3.104","989137","","","","0"
"2024","Quebec","2021A000224","Women+","65 years and older","Persons","249","units","0","v468263","6.3.104","1018605","","","","0"
"2025","Quebec","2021A000224","Women+","65 years and older","Persons","249","units","0","v468263","6.3.104","1047367","","","","0"
"2017","Ontario","2021A000235","Total - gender","All ages","Persons","249","units","0","v468558","7.1.1","14078499","","","","0"
"2018","Ontario","2021A000235","Total - gender","All ages","Persons","249","units","0","v468558","7.1.1","14326746","","","","0"
"2019","Ontario","2021A000235","Total - gender","All ages","Persons","249","units","0","v468558","7.1.1","14573565","","","","0"
"2020","Ontario","2021A000235","Total - gender","All ages","Persons","249","units","0","v468558","7.1.1","14761811","","","","0"
"2021","Ontario","2021A000235","Total - gender","All ages","Persons","249","units","0","v468558","7.1.1","14842488","","","","0"
"2022","Ontario","2021A000235","Total - gender","All ages","Persons","249","units","0","v468558","7.1.1","15155836","","","","0"
"2023","Ontario","2021A000235","Total - gender","All ages","Persons","249","units","0","v468558","7.1.1","15632481","","","","0"
"2024","Ontario","2021A000235","Total - gender","All ages","Persons","249","units","0","v468558","7.1.1","16144797","","","","0"
"2025","Ontario","2021A000235","Total - gender","All ages","Persons","249","units","0","v468558","7.1.1","16258260","","","","0"
"2017","Ontario","2021A000235","Total - gender","16 to 64 years","Persons","249","units","0","v468864","7.1.97","9328898","","","","0"
"2018","Ontario","2021A000235","Total - gender","16 to 64 years","Persons","249","units","0","v468864","7.1.97","9475178","","","","0"
"2019","Ontario","2021A000235","Total - gender","16 to 64 years","Persons","249","units","0","v468864","7.1.97","9613294","","","","0"
"2020","Ontario","2021A000235","Total - gender","16 to 64 years","Persons","249","units","0","v468864","7.1.97","9702109","","","","0"
"2021","Ontario","2021A000235","Total - gender","16 to 64 years","Persons","249","units","0","v468864","7.1.97","9703160","","","","0"
"2022","Ontario","2021A000235","Total - gender","16 to 64 years","Persons","249","units","0","v468864","7.1.97","9912655","","","","0"
"2023","Ontario","2021A000235","Total - gender","16 to 64 years","Persons","249","units","0","v468864","7.1.97","10270004","","","","0"
"2024","Ontario","2021A000235","Total - gender","16 to 64 years","Persons","249","units","0","v468864","7.1.97","10642320","","","","0"
"2025","Ontario","2021A000235","Total - gender","16 to 64 years","Persons","249","units","0","v468864","7.1.97","10644710","","","","0"
"2017","Ontario","2021A000235","Total - gender","65 years and older","Persons","249","units","0","v468576","7.1.104","2338020","","","","0"
"2018","Ontario","2021A000235","Total - gender","65 years and older","Persons","249","units","0","v468576","7.1.104","2416265","","","","0"
"2019","Ontario","2021A000235","Total - gender","65 years and older","Persons","249","units","0","v468576","7.1.104","2502351","","","","0"
"2020","Ontario","2021A000235","Total - gender","65 years and older","Persons","249","units","0","v468576","7.1.104","2587513","","","","0"
"2021","Ontario","2021A000235","Total - gender","65 years and older","Persons","249","units","0","v468576","7.1.104","2671337","","","","0"
"2022","Ontario","2021A000235","Total - gender","65 years and older","Persons","249","units","0","v468576","7.1.104","2763435","","","","0"
"2023","Ontario","2021A000235","Total - gender","65 years and older","Persons","249","units","0","v468576","7.1.104","2859636","","","","0"
"2024","Ontario","2021A000235","Total - gender","65 years and older","Persons","249","units","0","v468576","7.1.104","2964438","","","","0"
"2025","Ontario","2021A000235","Total - gender","65 years and older","Persons","249","units","0","v468576","7.1.104","3069697","","","","0"
"2017","Ontario","2021A000235","Men+","All ages","Persons","249","units","0","v468559","7.2.1","6944793","","","","0"
"2018","Ontario","2021A000235","Men+","All ages","Persons","249","units","0","v468559","7.2.1","7080606","","","","0"
"2019","Ontario","2021A000235","Men+","All ages","Persons","249","units","0","v468559","7.2.1","7213047","","","","0"
"2020","Ontario","2021A000235","Men+","All ages","Persons","249","units","0","v468559","7.2.1","7310824","","","","0"
"2021","Ontario","2021A000235","Men+","All ages","Persons","249","units","0","v468559","7.2.1","7356830","","","","0"
"2022","Ontario","2021A000235","Men+","All ages","Persons","249","units","0","v468559","7.2.1","7521893","","","","0"
"2023","Ontario","2021A000235","Men+","All ages","Persons","249","units","0","v468559","7.2.1","7778533","","","","0"
"2024","Ontario","2021A000235","Men+","All ages","Persons","249","units","0","v468559","7.2.1","8049751","","","","0"
"2025","Ontario","2021A000235","Men+","All ages","Persons","249","units","0","v468559","7.2.1","8099514","","","","0"
"2017","Ontario","2021A000235","Men+","16 to 64 years","Persons","249","units","0","v468865","7.2.97","4656005","","","","0"
"2018","Ontario","2021A000235","Men+","16 to 64 years","Persons","249","units","0","v468865","7.2.97","4739011","","","","0"
"2019","Ontario","2021A000235","Men+","16 to 64 years","Persons","249","units","0","v468865","7.2.97","4817211","","","","0"
"2020","Ontario","2021A000235","Men+","16 to 64 years","Persons","249","units","0","v468865","7.2.97","4866096","","","","0"
"2021","Ontario","2021A000235","Men+","16 to 64 years","Persons","249","units","0","v468865","7.2.97","4873744","","","","0"
"2022","Ontario","2021A000235","Men+","16 to 64 years","Persons","249","units","0","v468865","7.2.97","4990226","","","","0"
"2023","Ontario","2021A000235","Men+","16 to 64 years","Persons","249","units","0","v468865","7.2.97","5189227","","","","0"
"2024","Ontario","2021A000235","Men+","16 to 64 years","Persons","249","units","0","v468865","7.2.97","5393215","","","","0"
"2025","Ontario","2021A000235","Men+","16 to 64 years","Persons","249","units","0","v468865","7.2.97","5390684","","","","0"
"2017","Ontario","2021A000235","Men+","65 years and older","Persons","249","units","0","v468577","7.2.104","1055573","","","","0"
"2018","Ontario","2021A000235","Men+","65 years and older","Persons","249","units","0","v468577","7.2.104","1093483","","","","0"
"2019","Ontario","2021A000235","Men+","65 years and older","Persons","249","units","0","v468577","7.2.104","1134462","","","","0"
"2020","Ontario","2021A000235","Men+","65 years and older","Persons","249","units","0","v468577","7.2.104","1175210","","","","0"
"2021","Ontario","2021A000235","Men+","65 years and older","Persons","249","units","0","v468577","7.2.104","1215074","","","","0"
"2022","Ontario","2021A000235","Men+","65 years and older","Persons","249","units","0","v468577","7.2.104","1258456","","","","0"
"2023","Ontario","2021A000235","Men+","65 years and older","Persons","249","units","0","v468577","7.2.104","1304552","","","","0"
"2024","Ontario","2021A000235","Men+","65 years and older","Persons","249","units","0","v468577","7.2.104","1354338","","","","0"
"2025","Ontario","2021A000235","Men+","65 years and older","Persons","249","units","0","v468577","7.2.104","1404307","","","","0"
"2017","Ontario","2021A000235","Women+","All ages","Persons","249","units","0","v468560","7.3.1","7133706","","","","0"
"2018","Ontario","2021A000235","Women+","All ages","Persons","249","units","0","v468560","7.3.1","7246140","","","","0"
"2019","Ontario","2021A000235","Women+","All ages","Persons","249","units","0","v468560","7.3.1","7360518","","","","0"
"2020","Ontario","2021A000235","Women+","All ages","Persons","249","units","0","v468560","7.3.1","7450987","","","","0"
"2021","Ontario","2021A000235","Women+","All ages","Persons","249","units","0","v468560","7.3.1","7485658","","","","0"
"2022","Ontario","2021A000235","Women+","All ages","Persons","249","units","0","v468560","7.3.1","7633943","","","","0"
"2023","Ontario","2021A000235","Women+","All ages","Persons","249","units","0","v468560","7.3.1","7853948","","","","0"
"2024","Ontario","2021A000235","Women+","All ages","Persons","249","units","0","v468560","7.3.1","8095046","","","","0"
"2025","Ontario","2021A000235","Women+","All ages","Persons","249","units","0","v468560","7.3.1","8158746","","","","0"
"2017","Ontario","2021A000235","Women+","16 to 64 years","Persons","249","units","0","v468866","7.3.97","4672893","","","","0"
"2018","Ontario","2021A000235","Women+","16 to 64 years","Persons","249","units","0","v468866","7.3.97","4736167","","","","0"
"2019","Ontario","2021A000235","Women+","16 to 64 years","Persons","249","units","0","v468866","7.3.97","4796083","","","","0"
"2020","Ontario","2021A000235","Women+","16 to 64 years","Persons","249","units","0","v468866","7.3.97","4836013","","","","0"
"2021","Ontario","2021A000235","Women+","16 to 64 years","Persons","249","units","0","v468866","7.3.97","4829416","","","","0"
"2022","Ontario","2021A000235","Women+","16 to 64 years","Persons","249","units","0","v468866","7.3.97","4922429","","","","0"
"2023","Ontario","2021A000235","Women+","16 to 64 years","Persons","249","units","0","v468866","7.3.97","5080777","","","","0"
"2024","Ontario","2021A000235","Women+","16 to 64 years","Persons","249","units","0","v468866","7.3.97","5249105","","","","0"
"2025","Ontario","2021A000235","Women+","16 to 64 years","Persons","249","units","0","v468866","7.3.97","5254026","","","","0"
"2017","Ontario","2021A000235","Women+","65 years and older","Persons","249","units","0","v468578","7.3.104","1282447","","","","0"
"2018","Ontario","2021A000235","Women+","65 years and older","Persons","249","units","0","v468578","7.3.104","1322782","","","","0"
"2019","Ontario","2021A000235","Women+","65 years and older","Persons","249","units","0","v468578","7.3.104","1367889","","","","0"
"2020","Ontario","2021A000235","Women+","65 years and older","Persons","249","units","0","v468578","7.3.104","1412303","","","","0"
"2021","Ontario","2021A000235","Women+","65 years and older","Persons","249","units","0","v468578","7.3.104","1456263","","","","0"
"2022","Ontario","2021A000235","Women+","65 years and older","Persons","249","units","0","v468578","7.3.104","1504979","","","","0"
"2023","Ontario","2021A000235","Women+","65 years and older","Persons","249","units","0","v468578","7.3.104","1555084","","","","0"
"2024","Ontario","2021A000235","Women+","65 years and older","Persons","249","units","0","v468578","7.3.104","1610100","","","","0"
"2025","Ontario","2021A000235","Women+","65 years and older","Persons","249","units","0","v468578","7.3.104","1665390","","","","0"
"2017","Manitoba","2021A000246","Total - gender","All ages","Persons","249","units","0","v468873","8.1.1","1334734","","","","0"
"2018","Manitoba","2021A000246","Total - gender","All ages","Persons","249","units","0","v468873","8.1.1","1352687","","","","0"
"2019","Manitoba","2021A000246","Total - gender","All ages","Persons","249","units","0","v468873","8.1.1","1370033","","","","0"
"2020","Manitoba","2021A000246","Total - gender","All ages","Persons","249","units","0","v468873","8.1.1","1380132","","","","0"
"2021","Manitoba","2021A000246","Total - gender","All ages","Persons","249","units","0","v468873","8.1.1","1391924","","","","0"
"2022","Manitoba","2021A000246","Total - gender","All ages","Persons","249","units","0","v468873","8.1.1","1413498","","","","0"
"2023","Manitoba","2021A000246","Total - gender","All ages","Persons","249","units","0","v468873","8.1.1","1453202","","","","0"
"2024","Manitoba","2021A000246","Total - gender","All ages","Persons","249","units","0","v468873","8.1.1","1492144","","","","0"
"2025","Manitoba","2021A000246","Total - gender","All ages","Persons","249","units","0","v468873","8.1.1","1509702","","","","0"
"2017","Manitoba","2021A000246","Total - gender","16 to 64 years","Persons","249","units","0","v469179","8.1.97","864056","","","","0"
"2018","Manitoba","2021A000246","Total - gender","16 to 64 years","Persons","249","units","0","v469179","8.1.97","873008","","","","0"
"2019","Manitoba","2021A000246","Total - gender","16 to 64 years","Persons","249","units","0","v469179","8.1.97","880372","","","","0"
"2020","Manitoba","2021A000246","Total - gender","16 to 64 years","Persons","249","units","0","v469179","8.1.97","881651","","","","0"
"2021","Manitoba","2021A000246","Total - gender","16 to 64 years","Persons","249","units","0","v469179","8.1.97","886433","","","","0"
"2022","Manitoba","2021A000246","Total - gender","16 to 64 years","Persons","249","units","0","v469179","8.1.97","899947","","","","0"
"2023","Manitoba","2021A000246","Total - gender","16 to 64 years","Persons","249","units","0","v469179","8.1.97","928159","","","","0"
"2024","Manitoba","2021A000246","Total - gender","16 to 64 years","Persons","249","units","0","v469179","8.1.97","955242","","","","0"
"2025","Manitoba","2021A000246","Total - gender","16 to 64 years","Persons","249","units","0","v469179","8.1.97","964264","","","","0"
"2017","Manitoba","2021A000246","Total - gender","65 years and older","Persons","249","units","0","v468891","8.1.104","202106","","","","0"
"2018","Manitoba","2021A000246","Total - gender","65 years and older","Persons","249","units","0","v468891","8.1.104","208090","","","","0"
"2019","Manitoba","2021A000246","Total - gender","65 years and older","Persons","249","units","0","v468891","8.1.104","215278","","","","0"
"2020","Manitoba","2021A000246","Total - gender","65 years and older","Persons","249","units","0","v468891","8.1.104","222516","","","","0"
"2021","Manitoba","2021A000246","Total - gender","65 years and older","Persons","249","units","0","v468891","8.1.104","229374","","","","0"
"2022","Manitoba","2021A000246","Total - gender","65 years and older","Persons","249","units","0","v468891","8.1.104","236133","","","","0"
"2023","Manitoba","2021A000246","Total - gender","65 years and older","Persons","249","units","0","v468891","8.1.104","243724","","","","0"
"2024","Manitoba","2021A000246","Total - gender","65 years and older","Persons","249","units","0","v468891","8.1.104","251817","","","","0"
"2025","Manitoba","2021A000246","Total - gender","65 years and older","Persons","249","units","0","v468891","8.1.104","260365","","","","0"
"2017","Manitoba","2021A000246","Men+","All ages","Persons","249","units","0","v468874","8.2.1","667802","","","","0"
"2018","Manitoba","2021A000246","Men+","All ages","Persons","249","units","0","v468874","8.2.1","678682","","","","0"
"2019","Manitoba","2021A000246","Men+","All ages","Persons","249","units","0","v468874","8.2.1","688532","","","","0"
"2020","Manitoba","2021A000246","Men+","All ages","Persons","249","units","0","v468874","8.2.1","694373","","","","0"
"2021","Manitoba","2021A000246","Men+","All ages","Persons","249","units","0","v468874","8.2.1","701972","","","","0"
"2022","Manitoba","2021A000246","Men+","All ages","Persons","249","units","0","v468874","8.2.1","713109","","","","0"
"2023","Manitoba","2021A000246","Men+","All ages","Persons","249","units","0","v468874","8.2.1","733739","","","","0"
"2024","Manitoba","2021A000246","Men+","All ages","Persons","249","units","0","v468874","8.2.1","753582","","","","0"
"2025","Manitoba","2021A000246","Men+","All ages","Persons","249","units","0","v468874","8.2.1","762319","","","","0"
"2017","Manitoba","2021A000246","Men+","16 to 64 years","Persons","249","units","0","v469180","8.2.97","438445","","","","0"
"2018","Manitoba","2021A000246","Men+","16 to 64 years","Persons","249","units","0","v469180","8.2.97","444675","","","","0"
"2019","Manitoba","2021A000246","Men+","16 to 64 years","Persons","249","units","0","v469180","8.2.97","449422","","","","0"
"2020","Manitoba","2021A000246","Men+","16 to 64 years","Persons","249","units","0","v469180","8.2.97","450762","","","","0"
"2021","Manitoba","2021A000246","Men+","16 to 64 years","Persons","249","units","0","v469180","8.2.97","454895","","","","0"
"2022","Manitoba","2021A000246","Men+","16 to 64 years","Persons","249","units","0","v469180","8.2.97","462247","","","","0"
"2023","Manitoba","2021A000246","Men+","16 to 64 years","Persons","249","units","0","v469180","8.2.97","477358","","","","0"
"2024","Manitoba","2021A000246","Men+","16 to 64 years","Persons","249","units","0","v469180","8.2.97","491478","","","","0"
"2025","Manitoba","2021A000246","Men+","16 to 64 years","Persons","249","units","0","v469180","8.2.97","496165","","","","0"
"2017","Manitoba","2021A000246","Men+","65 years and older","Persons","249","units","0","v468892","8.2.104","91957","","","","0"
"2018","Manitoba","2021A000246","Men+","65 years and older","Persons","249","units","0","v468892","8.2.104","94712","","","","0"
"2019","Manitoba","2021A000246","Men+","65 years and older","Persons","249","units","0","v468892","8.2.104","98139","","","","0"
"2020","Manitoba","2021A000246","Men+","65 years and older","Persons","249","units","0","v468892","8.2.104","101618","","","","0"
"2021","Manitoba","2021A000246","Men+","65 years and older","Persons","249","units","0","v468892","8.2.104","104979","","","","0"
"2022","Manitoba","2021A000246","Men+","65 years and older","Persons","249","units","0","v468892","8.2.104","108260","","","","0"
"2023","Manitoba","2021A000246","Men+","65 years and older","Persons","249","units","0","v468892","8.2.104","111804","","","","0"
"2024","Manitoba","2021A000246","Men+","65 years and older","Persons","249","units","0","v468892","8.2.104","115641","","","","0"
"2025","Manitoba","2021A000246","Men+","65 years and older","Persons","249","units","0","v468892","8.2.104","119762","","","","0"
"2017","Manitoba","2021A000246","Women+","All ages","Persons","249","units","0","v468875","8.3.1","666932","","","","0"
"2018","Manitoba","2021A000246","Women+","All ages","Persons","249","units","0","v468875","8.3.1","674005","","","","0"
"2019","Manitoba","2021A000246","Women+","All ages","Persons","249","units","0","v468875","8.3.1","681501","","","","0"
"2020","Manitoba","2021A000246","Women+","All ages","Persons","249","units","0","v468875","8.3.1","685759","","","","0"
"2021","Manitoba","2021A000246","Women+","All ages","Persons","249","units","0","v468875","8.3.1","689952","","","","0"
"2022","Manitoba","2021A000246","Women+","All ages","Persons","249","units","0","v468875","8.3.1","700389","","","","0"
"2023","Manitoba","2021A000246","Women+","All ages","Persons","249","units","0","v468875","8.3.1","719463","","","","0"
"2024","Manitoba","2021A000246","Women+","All ages","Persons","249","units","0","v468875","8.3.1","738562","","","","0"
"2025","Manitoba","2021A000246","Women+","All ages","Persons","249","units","0","v468875","8.3.1","747383","","","","0"
"2017","Manitoba","2021A000246","Women+","16 to 64 years","Persons","249","units","0","v469181","8.3.97","425611","","","","0"
"2018","Manitoba","2021A000246","Women+","16 to 64 years","Persons","249","units","0","v469181","8.3.97","428333","","","","0"
"2019","Manitoba","2021A000246","Women+","16 to 64 years","Persons","249","units","0","v469181","8.3.97","430950","","","","0"
"2020","Manitoba","2021A000246","Women+","16 to 64 years","Persons","249","units","0","v469181","8.3.97","430889","","","","0"
"2021","Manitoba","2021A000246","Women+","16 to 64 years","Persons","249","units","0","v469181","8.3.97","431538","","","","0"
"2022","Manitoba","2021A000246","Women+","16 to 64 years","Persons","249","units","0","v469181","8.3.97","437700","","","","0"
"2023","Manitoba","2021A000246","Women+","16 to 64 years","Persons","249","units","0","v469181","8.3.97","450801","","","","0"
"2024","Manitoba","2021A000246","Women+","16 to 64 years","Persons","249","units","0","v469181","8.3.97","463764","","","","0"
"2025","Manitoba","2021A000246","Women+","16 to 64 years","Persons","249","units","0","v469181","8.3.97","468099","","","","0"
"2017","Manitoba","2021A000246","Women+","65 years and older","Persons","249","units","0","v468893","8.3.104","110149","","","","0"
"2018","Manitoba","2021A000246","Women+","65 years and older","Persons","249","units","0","v468893","8.3.104","113378","","","","0"
"2019","Manitoba","2021A000246","Women+","65 years and older","Persons","249","units","0","v468893","8.3.104","117139","","","","0"
"2020","Manitoba","2021A000246","Women+","65 years and older","Persons","249","units","0","v468893","8.3.104","120898","","","","0"
"2021","Manitoba","2021A000246","Women+","65 years and older","Persons","249","units","0","v468893","8.3.104","124395","","","","0"
"2022","Manitoba","2021A000246","Women+","65 years and older","Persons","249","units","0","v468893","8.3.104","127873","","","","0"
"2023","Manitoba","2021A000246","Women+","65 years and older","Persons","249","units","0","v468893","8.3.104","131920","","","","0"
"2024","Manitoba","2021A000246","Women+","65 years and older","Persons","249","units","0","v468893","8.3.104","136176","","","","0"
"2025","Manitoba","2021A000246","Women+","65 years and older","Persons","249","units","0","v468893","8.3.104","140603","","","","0"
"2017","Saskatchewan","2021A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","1147315","","","","0"
"2018","Saskatchewan","2021A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","1156210","","","","0"
"2019","Saskatchewan","2021A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","1164223","","","","0"
"2020","Saskatchewan","2021A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","1167386","","","","0"
"2021","Saskatchewan","2021A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","1167711","","","","0"
"2022","Saskatchewan","2021A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","1178796","","","","0"
"2023","Saskatchewan","2021A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","1210257","","","","0"
"2024","Saskatchewan","2021A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","1247868","","","","0"
"2025","Saskatchewan","2021A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","1266959","","","","0"
"2017","Saskatchewan","2021A000247","Total - gender","16 to 64 years","Persons","249","units","0","v469494","9.1.97","736623","","","","0"
"2018","Saskatchewan","2021A000247","Total - gender","16 to 64 years","Persons","249","units","0","v469494","9.1.97","737512","","","","0"
"2019","Saskatchewan","2021A000247","Total - gender","16 to 64 years","Persons","249","units","0","v469494","9.1.97","737536","","","","0"
"2020","Saskatchewan","2021A000247","Total - gender","16 to 64 years","Persons","249","units","0","v469494","9.1.97","733682","","","","0"
"2021","Saskatchewan","2021A000247","Total - gender","16 to 64 years","Persons","249","units","0","v469494","9.1.97","728268","","","","0"
"2022","Saskatchewan","2021A000247","Total - gender","16 to 64 years","Persons","249","units","0","v469494","9.1.97","732294","","","","0"
"2023","Saskatchewan","2021A000247","Total - gender","16 to 64 years","Persons","249","units","0","v469494","9.1.97","752097","","","","0"
"2024","Saskatchewan","2021A000247","Total - gender","16 to 64 years","Persons","249","units","0","v469494","9.1.97","778971","","","","0"
"2025","Saskatchewan","2021A000247","Total - gender","16 to 64 years","Persons","249","units","0","v469494","9.1.97","790841","","","","0"
"2017","Saskatchewan","2021A000247","Total - gender","65 years and older","Persons","249","units","0","v469206","9.1.104","173940","","","","0"
"2018","Saskatchewan","2021A000247","Total - gender","65 years and older","Persons","249","units","0","v469206","9.1.104","179039","","","","0"
"2019","Saskatchewan","2021A000247","Total - gender","65 years and older","Persons","249","units","0","v469206","9.1.104","185352","","","","0"
"2020","Saskatchewan","2021A000247","Total - gender","65 years and older","Persons","249","units","0","v469206","9.1.104","192121","","","","0"
"2021","Saskatchewan","2021A000247","Total - gender","65 years and older","Persons","249","units","0","v469206","9.1.104","198565","","","","0"
"2022","Saskatchewan","2021A000247","Total - gender","65 years and older","Persons","249","units","0","v469206","9.1.104","204647","","","","0"
"2023","Saskatchewan","2021A000247","Total - gender","65 years and older","Persons","249","units","0","v469206","9.1.104","211510","","","","0"
"2024","Saskatchewan","2021A000247","Total - gender","65 years and older","Persons","249","units","0","v469206","9.1.104","218531","","","","0"
"2025","Saskatchewan","2021A000247","Total - gender","65 years and older","Persons","249","units","0","v469206","9.1.104","225759","","","","0"
"2017","Saskatchewan","2021A000247","Men+","All ages","Persons","249","units","0","v469189","9.2.1","577996","","","","0"
"2018","Saskatchewan","2021A000247","Men+","All ages","Persons","249","units","0","v469189","9.2.1","582495","","","","0"
"2019","Saskatchewan","2021A000247","Men+","All ages","Persons","249","units","0","v469189","9.2.1","586707","","","","0"
"2020","Saskatchewan","2021A000247","Men+","All ages","Persons","249","units","0","v469189","9.2.1","588124","","","","0"
"2021","Saskatchewan","2021A000247","Men+","All ages","Persons","249","units","0","v469189","9.2.1","588094","","","","0"
"2022","Saskatchewan","2021A000247","Men+","All ages","Persons","249","units","0","v469189","9.2.1","593559","","","","0"
"2023","Saskatchewan","2021A000247","Men+","All ages","Persons","249","units","0","v469189","9.2.1","610096","","","","0"
"2024","Saskatchewan","2021A000247","Men+","All ages","Persons","249","units","0","v469189","9.2.1","629820","","","","0"
"2025","Saskatchewan","2021A000247","Men+","All ages","Persons","249","units","0","v469189","9.2.1","639453","","","","0"
"2017","Saskatchewan","2021A000247","Men+","16 to 64 years","Persons","249","units","0","v469495","9.2.97","377587","","","","0"
"2018","Saskatchewan","2021A000247","Men+","16 to 64 years","Persons","249","units","0","v469495","9.2.97","377642","","","","0"
"2019","Saskatchewan","2021A000247","Men+","16 to 64 years","Persons","249","units","0","v469495","9.2.97","377396","","","","0"
"2020","Saskatchewan","2021A000247","Men+","16 to 64 years","Persons","249","units","0","v469495","9.2.97","374835","","","","0"
"2021","Saskatchewan","2021A000247","Men+","16 to 64 years","Persons","249","units","0","v469495","9.2.97","371651","","","","0"
"2022","Saskatchewan","2021A000247","Men+","16 to 64 years","Persons","249","units","0","v469495","9.2.97","373622","","","","0"
"2023","Saskatchewan","2021A000247","Men+","16 to 64 years","Persons","249","units","0","v469495","9.2.97","384241","","","","0"
"2024","Saskatchewan","2021A000247","Men+","16 to 64 years","Persons","249","units","0","v469495","9.2.97","398569","","","","0"
"2025","Saskatchewan","2021A000247","Men+","16 to 64 years","Persons","249","units","0","v469495","9.2.97","404756","","","","0"
"2017","Saskatchewan","2021A000247","Men+","65 years and older","Persons","249","units","0","v469207","9.2.104","79712","","","","0"
"2018","Saskatchewan","2021A000247","Men+","65 years and older","Persons","249","units","0","v469207","9.2.104","82412","","","","0"
"2019","Saskatchewan","2021A000247","Men+","65 years and older","Persons","249","units","0","v469207","9.2.104","85705","","","","0"
"2020","Saskatchewan","2021A000247","Men+","65 years and older","Persons","249","units","0","v469207","9.2.104","89199","","","","0"
"2021","Saskatchewan","2021A000247","Men+","65 years and older","Persons","249","units","0","v469207","9.2.104","92484","","","","0"
"2022","Saskatchewan","2021A000247","Men+","65 years and older","Persons","249","units","0","v469207","9.2.104","95575","","","","0"
"2023","Saskatchewan","2021A000247","Men+","65 years and older","Persons","249","units","0","v469207","9.2.104","99098","","","","0"
"2024","Saskatchewan","2021A000247","Men+","65 years and older","Persons","249","units","0","v469207","9.2.104","102561","","","","0"
"2025","Saskatchewan","2021A000247","Men+","65 years and older","Persons","249","units","0","v469207","9.2.104","106185","","","","0"
"2017","Saskatchewan","2021A000247","Women+","All ages","Persons","249","units","0","v469190","9.3.1","569319","","","","0"
"2018","Saskatchewan","2021A000247","Women+","All ages","Persons","249","units","0","v469190","9.3.1","573715","","","","0"
"2019","Saskatchewan","2021A000247","Women+","All ages","Persons","249","units","0","v469190","9.3.1","577516","","","","0"
"2020","Saskatchewan","2021A000247","Women+","All ages","Persons","249","units","0","v469190","9.3.1","579262","","","","0"
"2021","Saskatchewan","2021A000247","Women+","All ages","Persons","249","units","0","v469190","9.3.1","579617","","","","0"
"2022","Saskatchewan","2021A000247","Women+","All ages","Persons","249","units","0","v469190","9.3.1","585237","","","","0"
"2023","Saskatchewan","2021A000247","Women+","All ages","Persons","249","units","0","v469190","9.3.1","600161","","","","0"
"2024","Saskatchewan","2021A000247","Women+","All ages","Persons","249","units","0","v469190","9.3.1","618048","","","","0"
"2025","Saskatchewan","2021A000247","Women+","All ages","Persons","249","units","0","v469190","9.3.1","627506","","","","0"
"2017","Saskatchewan","2021A000247","Women+","16 to 64 years","Persons","249","units","0","v469496","9.3.97","359036","","","","0"
"2018","Saskatchewan","2021A000247","Women+","16 to 64 years","Persons","249","units","0","v469496","9.3.97","359870","","","","0"
"2019","Saskatchewan","2021A000247","Women+","16 to 64 years","Persons","249","units","0","v469496","9.3.97","360140","","","","0"
