"REF_DATE","GEO","DGUID","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2025","Prince Edward Island","2021A000211","Women+","All ages","Persons","249","units","0","v467300","3.3.1","93088","","","","0"
"2017","Prince Edward Island","2021A000211","Women+","16 to 64 years","Persons","249","units","0","v467606","3.3.97","48718","","","","0"
"2018","Prince Edward Island","2021A000211","Women+","16 to 64 years","Persons","249","units","0","v467606","3.3.97","49293","","","","0"
"2019","Prince Edward Island","2021A000211","Women+","16 to 64 years","Persons","249","units","0","v467606","3.3.97","50341","","","","0"
"2020","Prince Edward Island","2021A000211","Women+","16 to 64 years","Persons","249","units","0","v467606","3.3.97","51421","","","","0"
"2021","Prince Edward Island","2021A000211","Women+","16 to 64 years","Persons","249","units","0","v467606","3.3.97","52268","","","","0"
"2022","Prince Edward Island","2021A000211","Women+","16 to 64 years","Persons","249","units","0","v467606","3.3.97","53802","","","","0"
"2023","Prince Edward Island","2021A000211","Women+","16 to 64 years","Persons","249","units","0","v467606","3.3.97","56198","","","","0"
"2024","Prince Edward Island","2021A000211","Women+","16 to 64 years","Persons","249","units","0","v467606","3.3.97","58281","","","","0"
"2025","Prince Edward Island","2021A000211","Women+","16 to 64 years","Persons","249","units","0","v467606","3.3.97","59028","","","","0"
"2017","Prince Edward Island","2021A000211","Women+","65 years and older","Persons","249","units","0","v467318","3.3.104","15564","","","","0"
"2018","Prince Edward Island","2021A000211","Women+","65 years and older","Persons","249","units","0","v467318","3.3.104","16110","","","","0"
"2019","Prince Edward Island","2021A000211","Women+","65 years and older","Persons","249","units","0","v467318","3.3.104","16757","","","","0"
"2020","Prince Edward Island","2021A000211","Women+","65 years and older","Persons","249","units","0","v467318","3.3.104","17362","","","","0"
"2021","Prince Edward Island","2021A000211","Women+","65 years and older","Persons","249","units","0","v467318","3.3.104","18045","","","","0"
"2022","Prince Edward Island","2021A000211","Women+","65 years and older","Persons","249","units","0","v467318","3.3.104","18734","","","","0"
"2023","Prince Edward Island","2021A000211","Women+","65 years and older","Persons","249","units","0","v467318","3.3.104","19383","","","","0"
"2024","Prince Edward Island","2021A000211","Women+","65 years and older","Persons","249","units","0","v467318","3.3.104","19991","","","","0"
"2025","Prince Edward Island","2021A000211","Women+","65 years and older","Persons","249","units","0","v467318","3.3.104","20693","","","","0"
"2017","Nova Scotia","2021A000212","Total - gender","All ages","Persons","249","units","0","v467613","4.1.1","952159","","","","0"
"2018","Nova Scotia","2021A000212","Total - gender","All ages","Persons","249","units","0","v467613","4.1.1","962072","","","","0"
"2019","Nova Scotia","2021A000212","Total - gender","All ages","Persons","249","units","0","v467613","4.1.1","975799","","","","0"
"2020","Nova Scotia","2021A000212","Total - gender","All ages","Persons","249","units","0","v467613","4.1.1","989168","","","","0"
"2021","Nova Scotia","2021A000212","Total - gender","All ages","Persons","249","units","0","v467613","4.1.1","999908","","","","0"
"2022","Nova Scotia","2021A000212","Total - gender","All ages","Persons","249","units","0","v467613","4.1.1","1024034","","","","0"
"2023","Nova Scotia","2021A000212","Total - gender","All ages","Persons","249","units","0","v467613","4.1.1","1053005","","","","0"
"2024","Nova Scotia","2021A000212","Total - gender","All ages","Persons","249","units","0","v467613","4.1.1","1082769","","","","0"
"2025","Nova Scotia","2021A000212","Total - gender","All ages","Persons","249","units","0","v467613","4.1.1","1093245","","","","0"
"2017","Nova Scotia","2021A000212","Total - gender","16 to 64 years","Persons","249","units","0","v467919","4.1.97","618196","","","","0"
"2018","Nova Scotia","2021A000212","Total - gender","16 to 64 years","Persons","249","units","0","v467919","4.1.97","621143","","","","0"
"2019","Nova Scotia","2021A000212","Total - gender","16 to 64 years","Persons","249","units","0","v467919","4.1.97","626502","","","","0"
"2020","Nova Scotia","2021A000212","Total - gender","16 to 64 years","Persons","249","units","0","v467919","4.1.97","631106","","","","0"
"2021","Nova Scotia","2021A000212","Total - gender","16 to 64 years","Persons","249","units","0","v467919","4.1.97","633790","","","","0"
"2022","Nova Scotia","2021A000212","Total - gender","16 to 64 years","Persons","249","units","0","v467919","4.1.97","647173","","","","0"
"2023","Nova Scotia","2021A000212","Total - gender","16 to 64 years","Persons","249","units","0","v467919","4.1.97","665404","","","","0"
"2024","Nova Scotia","2021A000212","Total - gender","16 to 64 years","Persons","249","units","0","v467919","4.1.97","685589","","","","0"
"2025","Nova Scotia","2021A000212","Total - gender","16 to 64 years","Persons","249","units","0","v467919","4.1.97","689270","","","","0"
"2017","Nova Scotia","2021A000212","Total - gender","65 years and older","Persons","249","units","0","v467631","4.1.104","189342","","","","0"
"2018","Nova Scotia","2021A000212","Total - gender","65 years and older","Persons","249","units","0","v467631","4.1.104","195652","","","","0"
"2019","Nova Scotia","2021A000212","Total - gender","65 years and older","Persons","249","units","0","v467631","4.1.104","202688","","","","0"
"2020","Nova Scotia","2021A000212","Total - gender","65 years and older","Persons","249","units","0","v467631","4.1.104","210159","","","","0"
"2021","Nova Scotia","2021A000212","Total - gender","65 years and older","Persons","249","units","0","v467631","4.1.104","217785","","","","0"
"2022","Nova Scotia","2021A000212","Total - gender","65 years and older","Persons","249","units","0","v467631","4.1.104","225308","","","","0"
"2023","Nova Scotia","2021A000212","Total - gender","65 years and older","Persons","249","units","0","v467631","4.1.104","232630","","","","0"
"2024","Nova Scotia","2021A000212","Total - gender","65 years and older","Persons","249","units","0","v467631","4.1.104","239758","","","","0"
"2025","Nova Scotia","2021A000212","Total - gender","65 years and older","Persons","249","units","0","v467631","4.1.104","246752","","","","0"
"2017","Nova Scotia","2021A000212","Men+","All ages","Persons","249","units","0","v467614","4.2.1","466187","","","","0"
"2018","Nova Scotia","2021A000212","Men+","All ages","Persons","249","units","0","v467614","4.2.1","471850","","","","0"
"2019","Nova Scotia","2021A000212","Men+","All ages","Persons","249","units","0","v467614","4.2.1","479615","","","","0"
"2020","Nova Scotia","2021A000212","Men+","All ages","Persons","249","units","0","v467614","4.2.1","487194","","","","0"
"2021","Nova Scotia","2021A000212","Men+","All ages","Persons","249","units","0","v467614","4.2.1","492960","","","","0"
"2022","Nova Scotia","2021A000212","Men+","All ages","Persons","249","units","0","v467614","4.2.1","505060","","","","0"
"2023","Nova Scotia","2021A000212","Men+","All ages","Persons","249","units","0","v467614","4.2.1","520283","","","","0"
"2024","Nova Scotia","2021A000212","Men+","All ages","Persons","249","units","0","v467614","4.2.1","535593","","","","0"
"2025","Nova Scotia","2021A000212","Men+","All ages","Persons","249","units","0","v467614","4.2.1","540757","","","","0"
"2017","Nova Scotia","2021A000212","Men+","16 to 64 years","Persons","249","units","0","v467920","4.2.97","305732","","","","0"
"2018","Nova Scotia","2021A000212","Men+","16 to 64 years","Persons","249","units","0","v467920","4.2.97","307790","","","","0"
"2019","Nova Scotia","2021A000212","Men+","16 to 64 years","Persons","249","units","0","v467920","4.2.97","311311","","","","0"
"2020","Nova Scotia","2021A000212","Men+","16 to 64 years","Persons","249","units","0","v467920","4.2.97","314434","","","","0"
"2021","Nova Scotia","2021A000212","Men+","16 to 64 years","Persons","249","units","0","v467920","4.2.97","316393","","","","0"
"2022","Nova Scotia","2021A000212","Men+","16 to 64 years","Persons","249","units","0","v467920","4.2.97","323342","","","","0"
"2023","Nova Scotia","2021A000212","Men+","16 to 64 years","Persons","249","units","0","v467920","4.2.97","333402","","","","0"
"2024","Nova Scotia","2021A000212","Men+","16 to 64 years","Persons","249","units","0","v467920","4.2.97","344226","","","","0"
"2025","Nova Scotia","2021A000212","Men+","16 to 64 years","Persons","249","units","0","v467920","4.2.97","346101","","","","0"
"2017","Nova Scotia","2021A000212","Men+","65 years and older","Persons","249","units","0","v467632","4.2.104","86391","","","","0"
"2018","Nova Scotia","2021A000212","Men+","65 years and older","Persons","249","units","0","v467632","4.2.104","89508","","","","0"
"2019","Nova Scotia","2021A000212","Men+","65 years and older","Persons","249","units","0","v467632","4.2.104","93017","","","","0"
"2020","Nova Scotia","2021A000212","Men+","65 years and older","Persons","249","units","0","v467632","4.2.104","96737","","","","0"
"2021","Nova Scotia","2021A000212","Men+","65 years and older","Persons","249","units","0","v467632","4.2.104","100363","","","","0"
"2022","Nova Scotia","2021A000212","Men+","65 years and older","Persons","249","units","0","v467632","4.2.104","104012","","","","0"
"2023","Nova Scotia","2021A000212","Men+","65 years and older","Persons","249","units","0","v467632","4.2.104","107515","","","","0"
"2024","Nova Scotia","2021A000212","Men+","65 years and older","Persons","249","units","0","v467632","4.2.104","110773","","","","0"
"2025","Nova Scotia","2021A000212","Men+","65 years and older","Persons","249","units","0","v467632","4.2.104","114110","","","","0"
"2017","Nova Scotia","2021A000212","Women+","All ages","Persons","249","units","0","v467615","4.3.1","485972","","","","0"
"2018","Nova Scotia","2021A000212","Women+","All ages","Persons","249","units","0","v467615","4.3.1","490222","","","","0"
"2019","Nova Scotia","2021A000212","Women+","All ages","Persons","249","units","0","v467615","4.3.1","496184","","","","0"
"2020","Nova Scotia","2021A000212","Women+","All ages","Persons","249","units","0","v467615","4.3.1","501974","","","","0"
"2021","Nova Scotia","2021A000212","Women+","All ages","Persons","249","units","0","v467615","4.3.1","506948","","","","0"
"2022","Nova Scotia","2021A000212","Women+","All ages","Persons","249","units","0","v467615","4.3.1","518974","","","","0"
"2023","Nova Scotia","2021A000212","Women+","All ages","Persons","249","units","0","v467615","4.3.1","532722","","","","0"
"2024","Nova Scotia","2021A000212","Women+","All ages","Persons","249","units","0","v467615","4.3.1","547176","","","","0"
"2025","Nova Scotia","2021A000212","Women+","All ages","Persons","249","units","0","v467615","4.3.1","552488","","","","0"
"2017","Nova Scotia","2021A000212","Women+","16 to 64 years","Persons","249","units","0","v467921","4.3.97","312464","","","","0"
"2018","Nova Scotia","2021A000212","Women+","16 to 64 years","Persons","249","units","0","v467921","4.3.97","313353","","","","0"
"2019","Nova Scotia","2021A000212","Women+","16 to 64 years","Persons","249","units","0","v467921","4.3.97","315191","","","","0"
"2020","Nova Scotia","2021A000212","Women+","16 to 64 years","Persons","249","units","0","v467921","4.3.97","316672","","","","0"
"2021","Nova Scotia","2021A000212","Women+","16 to 64 years","Persons","249","units","0","v467921","4.3.97","317397","","","","0"
"2022","Nova Scotia","2021A000212","Women+","16 to 64 years","Persons","249","units","0","v467921","4.3.97","323831","","","","0"
"2023","Nova Scotia","2021A000212","Women+","16 to 64 years","Persons","249","units","0","v467921","4.3.97","332002","","","","0"
"2024","Nova Scotia","2021A000212","Women+","16 to 64 years","Persons","249","units","0","v467921","4.3.97","341363","","","","0"
"2025","Nova Scotia","2021A000212","Women+","16 to 64 years","Persons","249","units","0","v467921","4.3.97","343169","","","","0"
"2017","Nova Scotia","2021A000212","Women+","65 years and older","Persons","249","units","0","v467633","4.3.104","102951","","","","0"
"2018","Nova Scotia","2021A000212","Women+","65 years and older","Persons","249","units","0","v467633","4.3.104","106144","","","","0"
"2019","Nova Scotia","2021A000212","Women+","65 years and older","Persons","249","units","0","v467633","4.3.104","109671","","","","0"
"2020","Nova Scotia","2021A000212","Women+","65 years and older","Persons","249","units","0","v467633","4.3.104","113422","","","","0"
"2021","Nova Scotia","2021A000212","Women+","65 years and older","Persons","249","units","0","v467633","4.3.104","117422","","","","0"
"2022","Nova Scotia","2021A000212","Women+","65 years and older","Persons","249","units","0","v467633","4.3.104","121296","","","","0"
"2023","Nova Scotia","2021A000212","Women+","65 years and older","Persons","249","units","0","v467633","4.3.104","125115","","","","0"
"2024","Nova Scotia","2021A000212","Women+","65 years and older","Persons","249","units","0","v467633","4.3.104","128985","","","","0"
"2025","Nova Scotia","2021A000212","Women+","65 years and older","Persons","249","units","0","v467633","4.3.104","132642","","","","0"
"2017","New Brunswick","2021A000213","Total - gender","All ages","Persons","249","units","0","v467928","5.1.1","766697","","","","0"
"2018","New Brunswick","2021A000213","Total - gender","All ages","Persons","249","units","0","v467928","5.1.1","770497","","","","0"
"2019","New Brunswick","2021A000213","Total - gender","All ages","Persons","249","units","0","v467928","5.1.1","777387","","","","0"
"2020","New Brunswick","2021A000213","Total - gender","All ages","Persons","249","units","0","v467928","5.1.1","783432","","","","0"
"2021","New Brunswick","2021A000213","Total - gender","All ages","Persons","249","units","0","v467928","5.1.1","790802","","","","0"
"2022","New Brunswick","2021A000213","Total - gender","All ages","Persons","249","units","0","v467928","5.1.1","808869","","","","0"
"2023","New Brunswick","2021A000213","Total - gender","All ages","Persons","249","units","0","v467928","5.1.1","831103","","","","0"
"2024","New Brunswick","2021A000213","Total - gender","All ages","Persons","249","units","0","v467928","5.1.1","858293","","","","0"
"2025","New Brunswick","2021A000213","Total - gender","All ages","Persons","249","units","0","v467928","5.1.1","869682","","","","0"
"2017","New Brunswick","2021A000213","Total - gender","16 to 64 years","Persons","249","units","0","v468234","5.1.97","493603","","","","0"
"2018","New Brunswick","2021A000213","Total - gender","16 to 64 years","Persons","249","units","0","v468234","5.1.97","491716","","","","0"
"2019","New Brunswick","2021A000213","Total - gender","16 to 64 years","Persons","249","units","0","v468234","5.1.97","492008","","","","0"
"2020","New Brunswick","2021A000213","Total - gender","16 to 64 years","Persons","249","units","0","v468234","5.1.97","491429","","","","0"
"2021","New Brunswick","2021A000213","Total - gender","16 to 64 years","Persons","249","units","0","v468234","5.1.97","492387","","","","0"
"2022","New Brunswick","2021A000213","Total - gender","16 to 64 years","Persons","249","units","0","v468234","5.1.97","501116","","","","0"
"2023","New Brunswick","2021A000213","Total - gender","16 to 64 years","Persons","249","units","0","v468234","5.1.97","513408","","","","0"
"2024","New Brunswick","2021A000213","Total - gender","16 to 64 years","Persons","249","units","0","v468234","5.1.97","530919","","","","0"
"2025","New Brunswick","2021A000213","Total - gender","16 to 64 years","Persons","249","units","0","v468234","5.1.97","535519","","","","0"
"2017","New Brunswick","2021A000213","Total - gender","65 years and older","Persons","249","units","0","v467946","5.1.104","154387","","","","0"
"2018","New Brunswick","2021A000213","Total - gender","65 years and older","Persons","249","units","0","v467946","5.1.104","159916","","","","0"
"2019","New Brunswick","2021A000213","Total - gender","65 years and older","Persons","249","units","0","v467946","5.1.104","165909","","","","0"
"2020","New Brunswick","2021A000213","Total - gender","65 years and older","Persons","249","units","0","v467946","5.1.104","172296","","","","0"
"2021","New Brunswick","2021A000213","Total - gender","65 years and older","Persons","249","units","0","v467946","5.1.104","178652","","","","0"
"2022","New Brunswick","2021A000213","Total - gender","65 years and older","Persons","249","units","0","v467946","5.1.104","185107","","","","0"
"2023","New Brunswick","2021A000213","Total - gender","65 years and older","Persons","249","units","0","v467946","5.1.104","191378","","","","0"
"2024","New Brunswick","2021A000213","Total - gender","65 years and older","Persons","249","units","0","v467946","5.1.104","197263","","","","0"
"2025","New Brunswick","2021A000213","Total - gender","65 years and older","Persons","249","units","0","v467946","5.1.104","202747","","","","0"
"2017","New Brunswick","2021A000213","Men+","All ages","Persons","249","units","0","v467929","5.2.1","379036","","","","0"
"2018","New Brunswick","2021A000213","Men+","All ages","Persons","249","units","0","v467929","5.2.1","380513","","","","0"
"2019","New Brunswick","2021A000213","Men+","All ages","Persons","249","units","0","v467929","5.2.1","383748","","","","0"
"2020","New Brunswick","2021A000213","Men+","All ages","Persons","249","units","0","v467929","5.2.1","386711","","","","0"
"2021","New Brunswick","2021A000213","Men+","All ages","Persons","249","units","0","v467929","5.2.1","390565","","","","0"
"2022","New Brunswick","2021A000213","Men+","All ages","Persons","249","units","0","v467929","5.2.1","399588","","","","0"
"2023","New Brunswick","2021A000213","Men+","All ages","Persons","249","units","0","v467929","5.2.1","411011","","","","0"
"2024","New Brunswick","2021A000213","Men+","All ages","Persons","249","units","0","v467929","5.2.1","424996","","","","0"
"2025","New Brunswick","2021A000213","Men+","All ages","Persons","249","units","0","v467929","5.2.1","430721","","","","0"
"2017","New Brunswick","2021A000213","Men+","16 to 64 years","Persons","249","units","0","v468235","5.2.97","247360","","","","0"
"2018","New Brunswick","2021A000213","Men+","16 to 64 years","Persons","249","units","0","v468235","5.2.97","246066","","","","0"
"2019","New Brunswick","2021A000213","Men+","16 to 64 years","Persons","249","units","0","v468235","5.2.97","245927","","","","0"
"2020","New Brunswick","2021A000213","Men+","16 to 64 years","Persons","249","units","0","v468235","5.2.97","245588","","","","0"
"2021","New Brunswick","2021A000213","Men+","16 to 64 years","Persons","249","units","0","v468235","5.2.97","246312","","","","0"
"2022","New Brunswick","2021A000213","Men+","16 to 64 years","Persons","249","units","0","v468235","5.2.97","250741","","","","0"
"2023","New Brunswick","2021A000213","Men+","16 to 64 years","Persons","249","units","0","v468235","5.2.97","257203","","","","0"
"2024","New Brunswick","2021A000213","Men+","16 to 64 years","Persons","249","units","0","v468235","5.2.97","266468","","","","0"
"2025","New Brunswick","2021A000213","Men+","16 to 64 years","Persons","249","units","0","v468235","5.2.97","268862","","","","0"
"2017","New Brunswick","2021A000213","Men+","65 years and older","Persons","249","units","0","v467947","5.2.104","71143","","","","0"
"2018","New Brunswick","2021A000213","Men+","65 years and older","Persons","249","units","0","v467947","5.2.104","73842","","","","0"
"2019","New Brunswick","2021A000213","Men+","65 years and older","Persons","249","units","0","v467947","5.2.104","76901","","","","0"
"2020","New Brunswick","2021A000213","Men+","65 years and older","Persons","249","units","0","v467947","5.2.104","79980","","","","0"
"2021","New Brunswick","2021A000213","Men+","65 years and older","Persons","249","units","0","v467947","5.2.104","83086","","","","0"
"2022","New Brunswick","2021A000213","Men+","65 years and older","Persons","249","units","0","v467947","5.2.104","86280","","","","0"
"2023","New Brunswick","2021A000213","Men+","65 years and older","Persons","249","units","0","v467947","5.2.104","89319","","","","0"
"2024","New Brunswick","2021A000213","Men+","65 years and older","Persons","249","units","0","v467947","5.2.104","92138","","","","0"
"2025","New Brunswick","2021A000213","Men+","65 years and older","Persons","249","units","0","v467947","5.2.104","94775","","","","0"
"2017","New Brunswick","2021A000213","Women+","All ages","Persons","249","units","0","v467930","5.3.1","387661","","","","0"
"2018","New Brunswick","2021A000213","Women+","All ages","Persons","249","units","0","v467930","5.3.1","389984","","","","0"
"2019","New Brunswick","2021A000213","Women+","All ages","Persons","249","units","0","v467930","5.3.1","393639","","","","0"
"2020","New Brunswick","2021A000213","Women+","All ages","Persons","249","units","0","v467930","5.3.1","396721","","","","0"
"2021","New Brunswick","2021A000213","Women+","All ages","Persons","249","units","0","v467930","5.3.1","400237","","","","0"
"2022","New Brunswick","2021A000213","Women+","All ages","Persons","249","units","0","v467930","5.3.1","409281","","","","0"
"2023","New Brunswick","2021A000213","Women+","All ages","Persons","249","units","0","v467930","5.3.1","420092","","","","0"
"2024","New Brunswick","2021A000213","Women+","All ages","Persons","249","units","0","v467930","5.3.1","433297","","","","0"
"2025","New Brunswick","2021A000213","Women+","All ages","Persons","249","units","0","v467930","5.3.1","438961","","","","0"
"2017","New Brunswick","2021A000213","Women+","16 to 64 years","Persons","249","units","0","v468236","5.3.97","246243","","","","0"
"2018","New Brunswick","2021A000213","Women+","16 to 64 years","Persons","249","units","0","v468236","5.3.97","245650","","","","0"
"2019","New Brunswick","2021A000213","Women+","16 to 64 years","Persons","249","units","0","v468236","5.3.97","246081","","","","0"
"2020","New Brunswick","2021A000213","Women+","16 to 64 years","Persons","249","units","0","v468236","5.3.97","245841","","","","0"
"2021","New Brunswick","2021A000213","Women+","16 to 64 years","Persons","249","units","0","v468236","5.3.97","246075","","","","0"
"2022","New Brunswick","2021A000213","Women+","16 to 64 years","Persons","249","units","0","v468236","5.3.97","250375","","","","0"
"2023","New Brunswick","2021A000213","Women+","16 to 64 years","Persons","249","units","0","v468236","5.3.97","256205","","","","0"
"2024","New Brunswick","2021A000213","Women+","16 to 64 years","Persons","249","units","0","v468236","5.3.97","264451","","","","0"
"2025","New Brunswick","2021A000213","Women+","16 to 64 years","Persons","249","units","0","v468236","5.3.97","266657","","","","0"
"2017","New Brunswick","2021A000213","Women+","65 years and older","Persons","249","units","0","v467948","5.3.104","83244","","","","0"
"2018","New Brunswick","2021A000213","Women+","65 years and older","Persons","249","units","0","v467948","5.3.104","86074","","","","0"
"2019","New Brunswick","2021A000213","Women+","65 years and older","Persons","249","units","0","v467948","5.3.104","89008","","","","0"
"2020","New Brunswick","2021A000213","Women+","65 years and older","Persons","249","units","0","v467948","5.3.104","92316","","","","0"
"2021","New Brunswick","2021A000213","Women+","65 years and older","Persons","249","units","0","v467948","5.3.104","95566","","","","0"
"2022","New Brunswick","2021A000213","Women+","65 years and older","Persons","249","units","0","v467948","5.3.104","98827","","","","0"
"2023","New Brunswick","2021A000213","Women+","65 years and older","Persons","249","units","0","v467948","5.3.104","102059","","","","0"
"2024","New Brunswick","2021A000213","Women+","65 years and older","Persons","249","units","0","v467948","5.3.104","105125","","","","0"
"2025","New Brunswick","2021A000213","Women+","65 years and older","Persons","249","units","0","v467948","5.3.104","107972","","","","0"
"2017","Quebec","2021A000224","Total - gender","All ages","Persons","249","units","0","v468243","6.1.1","8292832","","","","0"
"2018","Quebec","2021A000224","Total - gender","All ages","Persons","249","units","0","v468243","6.1.1","8386951","","","","0"
"2019","Quebec","2021A000224","Total - gender","All ages","Persons","249","units","0","v468243","6.1.1","8483186","","","","0"
"2020","Quebec","2021A000224","Total - gender","All ages","Persons","249","units","0","v468243","6.1.1","8551095","","","","0"
"2021","Quebec","2021A000224","Total - gender","All ages","Persons","249","units","0","v468243","6.1.1","8572020","","","","0"
"2022","Quebec","2021A000224","Total - gender","All ages","Persons","249","units","0","v468243","6.1.1","8669963","","","","0"
"2023","Quebec","2021A000224","Total - gender","All ages","Persons","249","units","0","v468243","6.1.1","8821696","","","","0"
"2024","Quebec","2021A000224","Total - gender","All ages","Persons","249","units","0","v468243","6.1.1","8995474","","","","0"
"2025","Quebec","2021A000224","Total - gender","All ages","Persons","249","units","0","v468243","6.1.1","9058297","","","","0"
"2017","Quebec","2021A000224","Total - gender","16 to 64 years","Persons","249","units","0","v468549","6.1.97","5378687","","","","0"
"2018","Quebec","2021A000224","Total - gender","16 to 64 years","Persons","249","units","0","v468549","6.1.97","5401302","","","","0"
"2019","Quebec","2021A000224","Total - gender","16 to 64 years","Persons","249","units","0","v468549","6.1.97","5424611","","","","0"
"2020","Quebec","2021A000224","Total - gender","16 to 64 years","Persons","249","units","0","v468549","6.1.97","5426559","","","","0"
"2021","Quebec","2021A000224","Total - gender","16 to 64 years","Persons","249","units","0","v468549","6.1.97","5392906","","","","0"
"2022","Quebec","2021A000224","Total - gender","16 to 64 years","Persons","249","units","0","v468549","6.1.97","5418881","","","","0"
"2023","Quebec","2021A000224","Total - gender","16 to 64 years","Persons","249","units","0","v468549","6.1.97","5499069","","","","0"
"2024","Quebec","2021A000224","Total - gender","16 to 64 years","Persons","249","units","0","v468549","6.1.97","5605322","","","","0"
"2025","Quebec","2021A000224","Total - gender","16 to 64 years","Persons","249","units","0","v468549","6.1.97","5617348","","","","0"
"2017","Quebec","2021A000224","Total - gender","65 years and older","Persons","249","units","0","v468261","6.1.104","1523503","","","","0"
"2018","Quebec","2021A000224","Total - gender","65 years and older","Persons","249","units","0","v468261","6.1.104","1570579","","","","0"
"2019","Quebec","2021A000224","Total - gender","65 years and older","Persons","249","units","0","v468261","6.1.104","1622802","","","","0"
"2020","Quebec","2021A000224","Total - gender","65 years and older","Persons","249","units","0","v468261","6.1.104","1673371","","","","0"
"2021","Quebec","2021A000224","Total - gender","65 years and older","Persons","249","units","0","v468261","6.1.104","1727292","","","","0"
"2022","Quebec","2021A000224","Total - gender","65 years and older","Persons","249","units","0","v468261","6.1.104","1787639","","","","0"
"2023","Quebec","2021A000224","Total - gender","65 years and older","Persons","249","units","0","v468261","6.1.104","1847289","","","","0"
"2024","Quebec","2021A000224","Total - gender","65 years and older","Persons","249","units","0","v468261","6.1.104","1906357","","","","0"
"2025","Quebec","2021A000224","Total - gender","65 years and older","Persons","249","units","0","v468261","6.1.104","1964452","","","","0"
"2017","Quebec","2021A000224","Men+","All ages","Persons","249","units","0","v468244","6.2.1","4129746","","","","0"
"2018","Quebec","2021A000224","Men+","All ages","Persons","249","units","0","v468244","6.2.1","4180331","","","","0"
"2019","Quebec","2021A000224","Men+","All ages","Persons","249","units","0","v468244","6.2.1","4233549","","","","0"
"2020","Quebec","2021A000224","Men+","All ages","Persons","249","units","0","v468244","6.2.1","4271282","","","","0"
"2021","Quebec","2021A000224","Men+","All ages","Persons","249","units","0","v468244","6.2.1","4282656","","","","0"
"2022","Quebec","2021A000224","Men+","All ages","Persons","249","units","0","v468244","6.2.1","4334301","","","","0"
"2023","Quebec","2021A000224","Men+","All ages","Persons","249","units","0","v468244","6.2.1","4421425","","","","0"
"2024","Quebec","2021A000224","Men+","All ages","Persons","249","units","0","v468244","6.2.1","4521456","","","","0"
"2025","Quebec","2021A000224","Men+","All ages","Persons","249","units","0","v468244","6.2.1","4553664","","","","0"
"2017","Quebec","2021A000224","Men+","16 to 64 years","Persons","249","units","0","v468550","6.2.97","2724231","","","","0"
"2018","Quebec","2021A000224","Men+","16 to 64 years","Persons","249","units","0","v468550","6.2.97","2737868","","","","0"
"2019","Quebec","2021A000224","Men+","16 to 64 years","Persons","249","units","0","v468550","6.2.97","2753688","","","","0"
"2020","Quebec","2021A000224","Men+","16 to 64 years","Persons","249","units","0","v468550","6.2.97","2757101","","","","0"
"2021","Quebec","2021A000224","Men+","16 to 64 years","Persons","249","units","0","v468550","6.2.97","2741083","","","","0"
"2022","Quebec","2021A000224","Men+","16 to 64 years","Persons","249","units","0","v468550","6.2.97","2756212","","","","0"
"2023","Quebec","2021A000224","Men+","16 to 64 years","Persons","249","units","0","v468550","6.2.97","2806881","","","","0"
"2024","Quebec","2021A000224","Men+","16 to 64 years","Persons","249","units","0","v468550","6.2.97","2872830","","","","0"
"2025","Quebec","2021A000224","Men+","16 to 64 years","Persons","249","units","0","v468550","6.2.97","2879422","","","","0"
"2017","Quebec","2021A000224","Men+","65 years and older","Persons","249","units","0","v468262","6.2.104","696053","","","","0"
"2018","Quebec","2021A000224","Men+","65 years and older","Persons","249","units","0","v468262","6.2.104","719821","","","","0"
"2019","Quebec","2021A000224","Men+","65 years and older","Persons","249","units","0","v468262","6.2.104","745796","","","","0"
"2020","Quebec","2021A000224","Men+","65 years and older","Persons","249","units","0","v468262","6.2.104","771238","","","","0"
"2021","Quebec","2021A000224","Men+","65 years and older","Persons","249","units","0","v468262","6.2.104","797530","","","","0"
"2022","Quebec","2021A000224","Men+","65 years and older","Persons","249","units","0","v468262","6.2.104","827768","","","","0"
"2023","Quebec","2021A000224","Men+","65 years and older","Persons","249","units","0","v468262","6.2.104","858152","","","","0"
"2024","Quebec","2021A000224","Men+","65 years and older","Persons","249","units","0","v468262","6.2.104","887752","","","","0"
"2025","Quebec","2021A000224","Men+","65 years and older","Persons","249","units","0","v468262","6.2.104","917085","","","","0"
"2017","Quebec","2021A000224","Women+","All ages","Persons","249","units","0","v468245","6.3.1","4163086","","","","0"
"2018","Quebec","2021A000224","Women+","All ages","Persons","249","units","0","v468245","6.3.1","4206620","","","","0"
"2019","Quebec","2021A000224","Women+","All ages","Persons","249","units","0","v468245","6.3.1","4249637","","","","0"
"2020","Quebec","2021A000224","Women+","All ages","Persons","249","units","0","v468245","6.3.1","4279813","","","","0"
"2021","Quebec","2021A000224","Women+","All ages","Persons","249","units","0","v468245","6.3.1","4289364","","","","0"
"2022","Quebec","2021A000224","Women+","All ages","Persons","249","units","0","v468245","6.3.1","4335662","","","","0"
"2023","Quebec","2021A000224","Women+","All ages","Persons","249","units","0","v468245","6.3.1","4400271","","","","0"
"2024","Quebec","2021A000224","Women+","All ages","Persons","249","units","0","v468245","6.3.1","4474018","","","","0"
"2025","Quebec","2021A000224","Women+","All ages","Persons","249","units","0","v468245","6.3.1","4504633","","","","0"
